Geo,Year,MixUseProp
48039660100,2019,0.00189939
48039660200,2019,0.020522252
48039660301,2019,0.287420825
48039660302,2019,0.000218477
48039660303,2019,0.00034942
48039660401,2019,0.001148175
48039660402,2019,0.024735947
48039660403,2019,0.051920516
48039660501,2019,6.37211E-05
48039660502,2019,0
48039660503,2019,0.040243119
48039660504,2019,0
48039660603,2019,0.067723967
48039660604,2019,2.44E-05
48039660605,2019,0.004126676
48039660606,2019,0.010137525
48039660607,2019,0.363703802
48039660608,2019,0.003746257
48039660609,2019,0.000582778
48039660610,2019,0.136986906
48039660611,2019,2.76E-08
48039660612,2019,0.077235562
48039660613,2019,0
48039660614,2019,0
48039660615,2019,3.24124E-05
48039660616,2019,0.005448767
48039660703,2019,0.099726072
48039660704,2019,0.014442322
48039660705,2019,3.65E-06
48039660706,2019,0.000274911
48039660707,2019,4.01326E-05
48039660708,2019,1.33E-06
48039660803,2019,0
48039660804,2019,0.148945318
48039660805,2019,0
48039660806,2019,0.001597047
48039660901,2019,0
48039660902,2019,0
48039661000,2019,0.026221984
48039661100,2019,0.069089476
48039661200,2019,0.230604217
48039661300,2019,0.08930512
48039661400,2019,0.101074731
48039661501,2019,0
48039661502,2019,6.13375E-05
48039661601,2019,0.039342026
48039661602,2019,0.040027844
48039661700,2019,0
48039661800,2019,0
48039661901,2019,0
48039661902,2019,0
48039662000,2019,0
48039662100,2019,3.70246E-06
48039662200,2019,0.040981007
48039662300,2019,0.102224555
48039662400,2019,0.117198565
48039662500,2019,0
48039662600,2019,0
48039662700,2019,0
48039662800,2019,0
48039662900,2019,0
48039663000,2019,0
48039663100,2019,0.000174719
48039663200,2019,0.068314992
48039663300,2019,0.000318682
48039663400,2019,0.002802174
48039663500,2019,0.078780002
48039663600,2019,1.40381E-05
48039663700,2019,0
48039663800,2019,0.039879264
48039663900,2019,0.122699
48039664000,2019,0.00957043
48039664100,2019,0.006409557
48039664200,2019,0.003133953
48039664300,2019,0
48039664400,2019,0
48039664501,2019,0
48039990000,2019,0
48071710100,2019,0
48071710201,2019,0
48071710202,2019,0
48071710300,2019,0
48071710401,2019,0
48071710500,2019,0
48071710600,2019,0
48071990000,2019,0
48157670101,2019,0
48157670102,2019,0
48157670201,2019,0
48157670202,2019,5.95E-10
48157670300,2019,2.88E-11
48157670400,2019,0
48157670500,2019,0.062396947
48157670602,2019,0
48157670603,2019,0
48157670604,2019,9.17E-06
48157670700,2019,0
48157670801,2019,0
48157670802,2019,0
48157670803,2019,0
48157670804,2019,0
48157670902,2019,0
48157670903,2019,0
48157670904,2019,0.025600312
48157671001,2019,0.081588451
48157671002,2019,0
48157671101,2019,0
48157671102,2019,0.000930186
48157671200,2019,0.035726931
48157671300,2019,0.125325666
48157671401,2019,0.028649519
48157671402,2019,0.048297097
48157671501,2019,0.016752366
48157671502,2019,0.148073261
48157671601,2019,0.210348783
48157671602,2019,0.112853103
48157671700,2019,0.00709892
48157671800,2019,0.007257718
48157671900,2019,0.106423458
48157672002,2019,0.090456882
48157672003,2019,0.010440685
48157672004,2019,0.030711443
48157672100,2019,0.022922629
48157672201,2019,3.20597E-05
48157672202,2019,0.026880675
48157672303,2019,7.46607E-05
48157672304,2019,0.000115993
48157672305,2019,0.011699819
48157672306,2019,0.025553365
48157672401,2019,0.166352211
48157672402,2019,0.016184099
48157672500,2019,0.012135731
48157672602,2019,8.59E-06
48157672603,2019,0
48157672604,2019,1.62E-07
48157672701,2019,0.001817994
48157672702,2019,0
48157672703,2019,0.018058091
48157672801,2019,0
48157672802,2019,0
48157672901,2019,0
48157672902,2019,0.000131864
48157672903,2019,0
48157672904,2019,0
48157672905,2019,0
48157672906,2019,0
48157672907,2019,0
48157673004,2019,0.016501031
48157673005,2019,0.197739084
48157673006,2019,0.027862379
48157673007,2019,0
48157673008,2019,0.162063624
48157673009,2019,0.001242674
48157673010,2019,0.02550377
48157673103,2019,0.000487911
48157673104,2019,0.030807635
48157673105,2019,3.6984E-05
48157673106,2019,0.040197367
48157673107,2019,0.012573417
48157673108,2019,0
48157673109,2019,0
48157673110,2019,0
48157673111,2019,0
48157673112,2019,3.91E-06
48157673113,2019,0.024517121
48157673201,2019,0
48157673202,2019,0
48157673300,2019,0
48157673401,2019,0.000524495
48157673402,2019,0
48157673403,2019,0.000262019
48157673404,2019,0
48157673501,2019,0
48157673502,2019,0
48157673600,2019,0
48157673700,2019,0
48157673801,2019,7.62E-07
48157673802,2019,0
48157673902,2019,0
48157673903,2019,0
48157673904,2019,0
48157674001,2019,1.58688E-05
48157674002,2019,0.082917433
48157674100,2019,0.094097101
48157674200,2019,0.028890125
48157674301,2019,0.052416643
48157674302,2019,0.08491613
48157674401,2019,2.85874E-05
48157674402,2019,0
48157674403,2019,0
48157674404,2019,0.000263882
48157674503,2019,0
48157674504,2019,0
48157674505,2019,0
48157674506,2019,0
48157674507,2019,2.70155E-05
48157674508,2019,0
48157674601,2019,0.049125529
48157674602,2019,0
48157674603,2019,0.000114013
48157674604,2019,0.000766433
48157674701,2019,0
48157674702,2019,0.020060607
48157674800,2019,0.124477669
48157674900,2019,0.072702752
48157675000,2019,0.10702089
48157675101,2019,0.149980907
48157675102,2019,0.100427667
48157675200,2019,0.168498997
48157675300,2019,0.007380768
48157675401,2019,0
48157675402,2019,1.66811E-05
48157675501,2019,6.31672E-06
48157675502,2019,0.065389695
48157675503,2019,0
48157675600,2019,0
48157675701,2019,0
48157675702,2019,0
48157675800,2019,0
48167720100,2019,0.033398206
48167720200,2019,0.010770809
48167720301,2019,0.014754157
48167720302,2019,1.92234E-05
48167720400,2019,0
48167720501,2019,0.014190956
48167720504,2019,0
48167720505,2019,0
48167720506,2019,0.000113817
48167720507,2019,0
48167720508,2019,0.000210982
48167720509,2019,0.057281136
48167720510,2019,0.026919801
48167720511,2019,3.50611E-05
48167720512,2019,0.000158853
48167720601,2019,0.10141454
48167720602,2019,0.04285715
48167720603,2019,0
48167720604,2019,0
48167720605,2019,0
48167720701,2019,0.010546911
48167720702,2019,0.159016153
48167720703,2019,0.000554254
48167720800,2019,0.011457921
48167720900,2019,0.17874821
48167721000,2019,0.001466578
48167721101,2019,0.0225646
48167721102,2019,0.000367992
48167721103,2019,3.39E-07
48167721203,2019,1.71502E-05
48167721204,2019,0.000442692
48167721205,2019,3.88681E-05
48167721206,2019,4.19E-07
48167721207,2019,3.40526E-05
48167721208,2019,7.21E-06
48167721209,2019,0
48167721210,2019,0
48167721211,2019,0
48167721301,2019,0.073849967
48167721302,2019,0.002637664
48167721401,2019,0.01763387
48167721402,2019,0.000734574
48167721403,2019,0.030514192
48167721501,2019,0.03116971
48167721502,2019,0.022888596
48167721503,2019,0.002586816
48167721600,2019,5.10762E-05
48167721701,2019,0
48167721702,2019,0
48167721703,2019,0
48167721800,2019,0
48167721901,2019,9.93081E-05
48167721902,2019,0.087304294
48167722001,2019,0.000646482
48167722002,2019,0.11483509
48167722100,2019,0.010032582
48167722200,2019,0.142604628
48167722300,2019,0.187163345
48167722600,2019,0.12298564
48167722700,2019,0.008173297
48167722800,2019,9.19E-08
48167722900,2019,0
48167723000,2019,2.06E-06
48167723100,2019,8.64E-07
48167723200,2019,0
48167723300,2019,9.22607E-05
48167723401,2019,0
48167723402,2019,0
48167723403,2019,0
48167723501,2019,0
48167723503,2019,0
48167723504,2019,0
48167723505,2019,0
48167723600,2019,0
48167723700,2019,0
48167723800,2019,0
48167723900,2019,0
48167724000,2019,0.005812265
48167724101,2019,0.188240618
48167724200,2019,0
48167724300,2019,0.004803951
48167724400,2019,0.186976842
48167724500,2019,0
48167724600,2019,0.00605862
48167724700,2019,0.09937803
48167724800,2019,0.527268494
48167724900,2019,0.206310611
48167725000,2019,0.423699569
48167725100,2019,0.295417619
48167725200,2019,0.229197517
48167725300,2019,0.181608189
48167725400,2019,0.114598658
48167725500,2019,0.217145465
48167725600,2019,0.311972703
48167725700,2019,0.047609585
48167725800,2019,0.108957023
48167725900,2019,2.16E-06
48167726000,2019,0
48167726101,2019,0
48167726102,2019,0
48167726200,2019,0.00029111
48167990000,2019,0
48167990100,2019,0
48201100001,2019,1.03521E-06
48201210400,2019,0.33805435
48201210500,2019,0.18448396
48201210600,2019,0.143754439
48201210700,2019,0.013345226
48201210800,2019,0.041207728
48201210900,2019,0.025941012
48201211000,2019,0
48201211101,2019,0.00091547
48201211102,2019,0
48201211200,2019,0.045575562
48201211301,2019,0.130932799
48201211302,2019,0.041472921
48201211400,2019,0.170852213
48201211501,2019,0.178205489
48201211502,2019,0.066089141
48201211600,2019,0.18150579
48201211700,2019,0.101827366
48201211900,2019,0.033061701
48201212300,2019,0.409930045
48201212400,2019,0.009661686
48201212500,2019,0.022508097
48201220100,2019,4.75E-08
48201220200,2019,0.072786583
48201220300,2019,0.092714409
48201220400,2019,0.192653531
48201220500,2019,0.2525422
48201220600,2019,0.276174358
48201220701,2019,0.103372088
48201220702,2019,0.001035847
48201220800,2019,0.0355356
48201220900,2019,0.204550096
48201221000,2019,0.036658375
48201221100,2019,0.019606077
48201221200,2019,0.005503917
48201221301,2019,0.197230025
48201221302,2019,0.093086465
48201221400,2019,0.146987367
48201221501,2019,0.216151651
48201221502,2019,0.100645386
48201221601,2019,0.002808675
48201221602,2019,0.081710404
48201221701,2019,0.074148996
48201221702,2019,6.65306E-05
48201221800,2019,0.00077687
48201221900,2019,1.59773E-05
48201222000,2019,0.013914689
48201222100,2019,0.062428767
48201222200,2019,0.2833391
48201222300,2019,0.023593124
48201222401,2019,0.000566756
48201222402,2019,0.011939212
48201222501,2019,0.080359403
48201222502,2019,0.10041038
48201222504,2019,0.051058143
48201222505,2019,0.046889022
48201222601,2019,0.002983056
48201222602,2019,0.000664911
48201222701,2019,0
48201222702,2019,0
48201222800,2019,0
48201222900,2019,0.000402549
48201223001,2019,0.034852302
48201223002,2019,0.073946589
48201223100,2019,0
48201230100,2019,0.000269011
48201230200,2019,0.000493929
48201230300,2019,0
48201230400,2019,0.000152387
48201230500,2019,0.015460041
48201230600,2019,0.000342676
48201230700,2019,8.42E-06
48201230800,2019,0
48201230900,2019,0
48201231000,2019,0
48201231100,2019,0
48201231200,2019,0
48201231300,2019,0
48201231400,2019,0
48201231500,2019,0
48201231600,2019,0
48201231700,2019,0.013595957
48201231800,2019,0.000158542
48201231900,2019,0.00E+00
48201232000,2019,0.000729914
48201232100,2019,0.017129359
48201232201,2019,0
48201232202,2019,0
48201232203,2019,0
48201232303,2019,0
48201232304,2019,0
48201232305,2019,0
48201232306,2019,0
48201232402,2019,0.015068123
48201232403,2019,0.010706153
48201232404,2019,0.000244249
48201232405,2019,0.040596359
48201232500,2019,0
48201232600,2019,0.014615524
48201232701,2019,0.045904891
48201232703,2019,0.099659641
48201232704,2019,0.091934477
48201232801,2019,0.006516318
48201232802,2019,0.000446457
48201232901,2019,0.14837429
48201232902,2019,0.058873551
48201233001,2019,0.03120109
48201233002,2019,0.031429748
48201233003,2019,0.014820682
48201233101,2019,0.056786685
48201233103,2019,0.076134484
48201233104,2019,2.91E-05
48201233105,2019,6.47826E-05
48201233200,2019,0.143136646
48201233300,2019,0.069646877
48201233400,2019,0.103998877
48201233501,2019,0.033798736
48201233502,2019,0.040321652
48201233600,2019,0.009289306
48201233701,2019,0.181077367
48201233702,2019,0.031290071
48201233703,2019,0.116795427
48201240101,2019,0.014631204
48201240102,2019,0.012670796
48201240400,2019,0.001101718
48201240503,2019,0.021546384
48201240504,2019,0.071499637
48201240505,2019,0.024582221
48201240506,2019,0.061845726
48201240600,2019,0.048848365
48201240703,2019,0.022720021
48201240704,2019,0.041825882
48201240705,2019,0.0135818
48201240706,2019,0.002035471
48201240707,2019,0.003316143
48201240802,2019,0
48201240803,2019,0.067918362
48201240804,2019,0.081210425
48201240903,2019,0
48201240904,2019,0
48201240905,2019,0
48201240906,2019,0
48201241001,2019,0
48201241002,2019,0
48201241101,2019,0
48201241103,2019,0
48201241104,2019,0
48201241105,2019,0
48201241201,2019,0
48201241202,2019,0
48201241301,2019,0.044068422
48201241302,2019,0.000630317
48201241400,2019,0.071992027
48201241501,2019,0
48201241502,2019,0
48201241503,2019,0.002578853
48201250101,2019,8.91E-07
48201250102,2019,6.30E-06
48201250201,2019,0.017407871
48201250202,2019,0.000134028
48201250303,2019,8.66E-06
48201250304,2019,0
48201250305,2019,5.88294E-05
48201250306,2019,0
48201250403,2019,0.011344757
48201250404,2019,0.011786068
48201250405,2019,0.051712293
48201250406,2019,0.00887079
48201250407,2019,3.78E-06
48201250408,2019,0.001113283
48201250500,2019,0.110698535
48201250601,2019,0.000618605
48201250602,2019,0.020121212
48201250701,2019,0.000195628
48201250702,2019,0.023506361
48201250801,2019,0.010836586
48201250802,2019,0.010189362
48201250901,2019,0.080594073
48201250902,2019,0.000525959
48201251000,2019,0.05570264
48201251100,2019,0.00999064
48201251200,2019,0.042150389
48201251300,2019,0.025051505
48201251401,2019,0
48201251402,2019,0.000319794
48201251501,2019,8.45E-06
48201251503,2019,1.97E-06
48201251504,2019,0.013958052
48201251505,2019,0.013469805
48201251600,2019,0
48201251701,2019,4.9903E-05
48201251702,2019,0.000149544
48201251800,2019,0
48201251902,2019,0
48201251903,2019,0
48201251904,2019,0
48201252001,2019,0
48201252002,2019,0
48201252003,2019,2.40E-07
48201252100,2019,0
48201252201,2019,0.059548509
48201252202,2019,0.013421324
48201252303,2019,0.002004461
48201252304,2019,0.01676381
48201252305,2019,0.035328167
48201252306,2019,0.000180644
48201252400,2019,0.008970327
48201252500,2019,0.002067524
48201252601,2019,0.000584749
48201252602,2019,0.000135543
48201252700,2019,0
48201252800,2019,0
48201252901,2019,1.27E-08
48201252902,2019,0
48201253000,2019,0
48201253101,2019,0
48201253102,2019,0
48201253201,2019,8.17E-08
48201253202,2019,2.14E-06
48201253300,2019,0
48201253501,2019,0
48201253502,2019,0
48201253601,2019,0.000479379
48201253602,2019,0.094639905
48201253700,2019,0.109681602
48201253800,2019,0.017915511
48201253900,2019,0.029563089
48201254000,2019,0.00017703
48201254100,2019,0.078680394
48201254200,2019,0.024085435
48201254300,2019,0.291286693
48201254400,2019,0.160902067
48201254600,2019,0
48201254700,2019,8.66779E-05
48201254800,2019,0
48201310101,2019,0.160890726
48201310102,2019,0.046808594
48201310200,2019,0.172399613
48201310300,2019,0.535611997
48201310400,2019,0.360388578
48201310500,2019,0.328065974
48201310600,2019,0.285968623
48201310700,2019,0.391136459
48201310800,2019,0.218140993
48201310900,2019,0.27746884
48201311001,2019,0.192544006
48201311002,2019,0.276251982
48201311100,2019,0.243228474
48201311200,2019,0.006839716
48201311300,2019,0.306931627
48201311400,2019,0.123465061
48201311501,2019,0.157083308
48201311502,2019,0.252627085
48201311600,2019,0.406672156
48201311701,2019,0.479216186
48201311702,2019,0.201841122
48201311800,2019,0.232472016
48201311900,2019,0.02313019
48201312000,2019,0.004170079
48201312200,2019,0.172454099
48201312300,2019,0.151979893
48201312400,2019,0.181885579
48201312501,2019,0
48201312502,2019,0.337438089
48201312601,2019,0.360810702
48201312602,2019,0.341414632
48201312603,2019,0.40879295
48201312700,2019,0.199088685
48201312800,2019,0.219680093
48201312901,2019,0.022552627
48201312902,2019,0.214257082
48201313000,2019,0.272268164
48201313101,2019,0.233428412
48201313102,2019,0.001113625
48201313201,2019,0.094004181
48201313202,2019,0.132944679
48201313300,2019,0.110317931
48201313400,2019,0.252522765
48201313500,2019,0.047780004
48201313600,2019,0.074884428
48201313700,2019,0.137274053
48201313801,2019,0.096743269
48201313802,2019,0.166372292
48201313901,2019,0.072694147
48201313902,2019,0.242573873
48201314001,2019,0.083234727
48201314003,2019,0.069541168
48201314004,2019,0.479611934
48201314005,2019,0.413813888
48201314301,2019,0.042655194
48201314302,2019,0.027972008
48201314401,2019,0
48201314402,2019,0.001325735
48201320100,2019,0.167050322
48201320201,2019,0.057041388
48201320202,2019,0.055868591
48201320500,2019,0.000631782
48201320601,2019,0.008681734
48201320602,2019,0.050491323
48201320700,2019,0.059293266
48201320800,2019,0.101658627
48201320901,2019,0.018365094
48201320902,2019,0.028218395
48201321001,2019,0.126748273
48201321002,2019,0.087362909
48201321101,2019,0.022582668
48201321102,2019,0.033453691
48201321200,2019,0.001625839
48201321301,2019,4.96E-06
48201321302,2019,1.02E-05
48201321401,2019,0.041842263
48201321402,2019,0.030151198
48201321500,2019,0.175039823
48201321600,2019,0.063319907
48201321700,2019,0.018062628
48201321800,2019,6.69E-06
48201321900,2019,0.1120879
48201322000,2019,0.049074842
48201322100,2019,0.148274434
48201322200,2019,0.130792467
48201322600,2019,0.04359606
48201322701,2019,0.059010391
48201322702,2019,0.013643122
48201322800,2019,0.007706159
48201322900,2019,0.061744132
48201323000,2019,0.229205432
48201323100,2019,0.216847484
48201323200,2019,0.230083394
48201323300,2019,0.151800276
48201323400,2019,0.053631167
48201323500,2019,0.356269321
48201323601,2019,1.23E-01
48201323602,2019,0.035103664
48201323701,2019,0.128362162
48201323702,2019,0.144806659
48201323801,2019,0.048696583
48201323802,2019,0.035854818
48201323900,2019,0.127816246
48201324000,2019,0.089193398
48201324101,2019,0.21001388
48201324102,2019,0.004393874
48201324200,2019,0.008124356
48201330101,2019,0
48201330102,2019,0
48201330200,2019,0.012876105
48201330301,2019,0.114401852
48201330302,2019,0.001374927
48201330303,2019,2.57669E-05
48201330400,2019,0.007261527
48201330500,2019,4.05E-06
48201330600,2019,2.80E-08
48201330700,2019,0
48201330801,2019,0
48201330802,2019,0
48201330901,2019,0
48201330902,2019,0
48201331100,2019,0.05763502
48201331200,2019,9.56731E-05
48201331300,2019,0
48201331400,2019,0
48201331501,2019,0
48201331502,2019,0
48201331602,2019,0
48201331603,2019,0
48201331604,2019,0
48201331700,2019,0
48201331800,2019,0
48201331900,2019,3.59E-08
48201332000,2019,4.07086E-05
48201332100,2019,3.27091E-05
48201332200,2019,0.129287595
48201332300,2019,0.025516779
48201332400,2019,0.004366125
48201332500,2019,0.000201621
48201332600,2019,0.129902696
48201332700,2019,0.163994863
48201332800,2019,0.270146824
48201332900,2019,0.166130936
48201333000,2019,0.173066693
48201333100,2019,0.308597031
48201333201,2019,0.069302567
48201333203,2019,0.086574582
48201333204,2019,1.17E-05
48201333205,2019,0.000126246
48201333301,2019,0.446994817
48201333302,2019,0.117011841
48201333501,2019,0.061594557
48201333502,2019,0.123272038
48201333600,2019,0.006975728
48201333700,2019,0.000412467
48201333801,2019,0
48201333802,2019,0
48201333903,2019,0.076721076
48201333904,2019,0.036798153
48201333905,2019,5.43027E-05
48201333906,2019,0
48201334001,2019,0.26676521
48201334002,2019,0.2746515
48201334003,2019,0.079160218
48201334101,2019,0.108394141
48201334102,2019,0.004125664
48201340101,2019,0
48201340102,2019,0.00030545
48201340201,2019,0
48201340202,2019,0
48201340203,2019,0
48201340301,2019,0.000203169
48201340302,2019,0.000160318
48201340400,2019,0.144242523
48201340501,2019,0.123747343
48201340502,2019,0.19019999
48201340600,2019,0.000772545
48201340701,2019,0.041806356
48201340702,2019,2.81997E-05
48201340800,2019,0
48201340900,2019,1.89E-06
48201341001,2019,0.012718232
48201341002,2019,0.013858448
48201341101,2019,6.7699E-05
48201341102,2019,0.039667432
48201341201,2019,0.068837604
48201341203,2019,0.04106109
48201341204,2019,0.025437135
48201341302,2019,0.141974458
48201341303,2019,0.114762832
48201341304,2019,0.001100463
48201341400,2019,6.43043E-05
48201341501,2019,7.30601E-05
48201341502,2019,0.115641557
48201341600,2019,0.026587455
48201341700,2019,0
48201341800,2019,0
48201342001,2019,0.021464254
48201342002,2019,0.182567261
48201342100,2019,0.132825803
48201342200,2019,0.025521097
48201342300,2019,0.086549876
48201342400,2019,0.117287065
48201342500,2019,0.113655324
48201342700,2019,0.183182986
48201342801,2019,0.000413466
48201342802,2019,0.001452614
48201342900,2019,0.01411922
48201343000,2019,0.113881059
48201343100,2019,0.006218128
48201343200,2019,8.9087E-06
48201343301,2019,0
48201343302,2019,7.91E-06
48201343601,2019,0
48201343602,2019,0
48201343700,2019,7.13E-08
48201350101,2019,0.024018282
48201350102,2019,0.000141727
48201350103,2019,8.29069E-05
48201350104,2019,2.93E-07
48201350201,2019,0.000350507
48201350202,2019,1.96E-06
48201350300,2019,0.012685295
48201350400,2019,0.093615929
48201350500,2019,0.024566052
48201350601,2019,2.30E-07
48201350603,2019,0
48201350604,2019,0
48201350700,2019,7.95E-06
48201350801,2019,8.29E-06
48201350803,2019,0
48201350804,2019,6.09E-06
48201410101,2019,0.165908768
48201410102,2019,0.050278037
48201410201,2019,0.285169112
48201410202,2019,0.210746192
48201410300,2019,0.348566259
48201410401,2019,0.301965302
48201410402,2019,0.261509886
48201410501,2019,0.352428184
48201410502,2019,0.323341472
48201410601,2019,0.239472709
48201410602,2019,0.095138064
48201410703,2019,0.156604292
48201410704,2019,0.231528962
48201410705,2019,0.220965203
48201410706,2019,0.217640122
48201410801,2019,0.253555478
48201410802,2019,0.283337893
48201410900,2019,0.5406094
48201411001,2019,0.046388037
48201411002,2019,0.143429378
